,yLDAInd,yQDAInd,yLDAMulti,yQDAMulti,yPropL,yPropQ,yLiu,yLiuQDA,wTargetQ,wTargetL,wLiu,person,times,shots,yKNNInd,ySVMInd,yKNNMulti,ySVMMulti
0,0.81,0.768,0.5,0.5,0.829,0.815,0.759,0.734,0.5,0.5,0.5,20,0,3,0.5,0.811,0.734,0.5
1,0.834,0.827,0.5,0.5,0.835,0.839,0.798,0.779,0.5,0.5,0.5,20,0,4,0.817,0.838,0.736,0.5
2,0.838,0.816,0.5,0.5,0.838,0.837,0.774,0.782,0.5,0.5,0.5,20,0,5,0.81,0.838,0.736,0.5
3,0.839,0.822,0.5,0.5,0.843,0.836,0.751,0.74,0.5,0.5,0.5,20,0,6,0.818,0.845,0.736,0.5
4,0.834,0.804,0.5,0.5,0.839,0.839,0.764,0.753,0.5,0.5,0.5,20,0,7,0.815,0.841,0.735,0.5
5,0.825,0.8,0.5,0.5,0.837,0.817,0.789,0.774,0.5,0.5313730334031141,0.5,20,0,8,0.819,0.81,0.735,0.5
6,0.823,0.791,0.5,0.5,0.841,0.818,0.804,0.782,0.5,0.5324326839027504,0.5,20,0,9,0.839,0.823,0.735,0.5
7,0.835,0.809,0.5,0.5,0.842,0.815,0.797,0.79,0.5160412089843065,0.5160412089843065,0.5,20,0,10,0.838,0.828,0.733,0.5
8,0.841,0.807,0.5,0.5,0.844,0.822,0.816,0.788,0.5,0.4761693600712603,0.5,20,0,11,0.844,0.829,0.733,0.5
9,0.841,0.822,0.5,0.5,0.844,0.825,0.765,0.79,0.5127235200019897,0.5127235200019897,0.5,20,0,12,0.844,0.829,0.732,0.5
10,0.834,0.811,0.5,0.5,0.842,0.813,0.81,0.797,0.511534656148413,0.511534656148413,0.5,20,0,13,0.801,0.826,0.731,0.5
11,0.833,0.812,0.5,0.5,0.842,0.816,0.809,0.787,0.5105504581937439,0.5105504581937439,0.5,20,0,14,0.801,0.826,0.731,0.5
