,yLDAInd,yQDAInd,yLDAMulti,yQDAMulti,yPropL,yPropQ,yLiu,yLiuQDA,wTargetQ,wTargetL,wLiu,person,times,shots,yKNNInd,ySVMInd,yKNNMulti,ySVMMulti
0,0.727,0.732,0.5,0.5,0.806,0.804,0.597,0.609,0.5,0.5,0.5,20,0,3,0.5,0.79,0.828,0.5
1,0.827,0.633,0.5,0.5,0.845,0.817,0.724,0.744,0.6128540574112842,0.5,0.5,20,0,4,0.72,0.815,0.828,0.5
2,0.812,0.667,0.5,0.5,0.843,0.822,0.793,0.788,0.5833333333333333,0.5,0.5,20,0,5,0.74,0.837,0.828,0.5
3,0.846,0.832,0.5,0.5,0.853,0.845,0.799,0.797,0.5,0.5,0.5,20,0,6,0.812,0.84,0.828,0.5
4,0.843,0.836,0.5,0.5,0.852,0.848,0.82,0.823,0.5,0.5,0.5,20,0,7,0.837,0.845,0.828,0.5
5,0.839,0.832,0.5,0.5,0.85,0.844,0.811,0.814,0.5,0.5,0.5,20,0,8,0.833,0.855,0.828,0.5
6,0.853,0.829,0.5,0.5,0.848,0.841,0.822,0.815,0.5,0.5139320225002103,0.5,20,0,9,0.832,0.855,0.828,0.5
7,0.835,0.809,0.5,0.5,0.846,0.845,0.822,0.827,0.4749371855330998,0.5,0.5,20,0,10,0.819,0.844,0.828,0.5
8,0.831,0.813,0.5,0.5,0.851,0.846,0.82,0.825,0.47722557505166113,0.5,0.5,20,0,11,0.823,0.843,0.828,0.5
9,0.839,0.803,0.5,0.5,0.853,0.847,0.814,0.82,0.48956518577534947,0.5,0.5,20,0,12,0.831,0.839,0.828,0.5
10,0.829,0.806,0.5,0.5,0.85,0.848,0.815,0.817,0.5,0.5,0.5,20,0,13,0.833,0.838,0.828,0.5
11,0.839,0.829,0.5,0.5,0.854,0.855,0.813,0.815,0.5,0.4801458368188994,0.5,20,0,14,0.832,0.845,0.828,0.5
12,0.84,0.838,0.5,0.5,0.854,0.856,0.803,0.808,0.49266649798474316,0.48182525353785627,0.5,20,0,15,0.835,0.845,0.828,0.5
13,0.839,0.838,0.5,0.5,0.853,0.856,0.806,0.809,0.49324473942888114,0.49000218483646485,0.5,20,0,16,0.839,0.838,0.829,0.5
14,0.841,0.843,0.5,0.5,0.855,0.855,0.813,0.814,0.49052440691095545,0.49052440691095545,0.5,20,0,17,0.841,0.839,0.829,0.5
15,0.84,0.84,0.5,0.5,0.848,0.847,0.825,0.827,0.5,0.4909336807403555,0.5,20,0,18,0.837,0.843,0.829,0.5
16,0.834,0.835,0.5,0.5,0.849,0.852,0.823,0.827,0.5,0.490567612604555,0.5,20,0,19,0.824,0.843,0.829,0.5
17,0.833,0.826,0.5,0.5,0.847,0.85,0.813,0.821,0.509103024623021,0.4993718553309977,0.5,20,0,20,0.831,0.837,0.829,0.5
18,0.833,0.834,0.5,0.5,0.848,0.85,0.814,0.825,0.5023754500613344,0.49943052096303986,0.5,20,0,21,0.835,0.842,0.829,0.5
19,0.836,0.834,0.5,0.5,0.849,0.851,0.816,0.823,0.5022370890921926,0.4836111169019066,0.5,20,0,22,0.839,0.839,0.829,0.5
20,0.833,0.829,0.5,0.5,0.846,0.848,0.818,0.823,0.5125368739203486,0.48461085349891886,0.5,20,0,23,0.839,0.839,0.829,0.5
