,yLDAInd,yQDAInd,yLDAMulti,yQDAMulti,yPropL,yPropQ,yLiu,yLiuQDA,wTargetQ,wTargetL,wLiu,person,times,shots,yKNNInd,ySVMInd,yKNNMulti,ySVMMulti
0,0.85,0.835,0.5,0.5,0.831,0.738,0.5,0.5,0.8454915028125263,1.0,0.5,20,0,3,0.5,0.8440000000000001,0.5,0.8340000000000001
1,0.8540000000000001,0.82,0.5,0.5,0.835,0.74,0.5,0.5,0.8628540574112841,1.0,0.5,20,0,4,0.8220000000000001,0.8370000000000001,0.7659999999999999,0.828
2,0.845,0.8109999999999999,0.5,0.5,0.831,0.8340000000000001,0.5,0.5,1.0,1.0,0.5,20,0,5,0.826,0.851,0.797,0.8420000000000001
3,0.828,0.794,0.5,0.5,0.8390000000000001,0.821,0.5,0.5,1.0,1.0,0.5,20,0,6,0.825,0.8220000000000001,0.7979999999999999,0.815
4,0.816,0.787,0.5,0.5,0.8340000000000001,0.81,0.5,0.5,1.0,1.0,0.5,20,0,7,0.8340000000000001,0.805,0.809,0.802
5,0.833,0.813,0.5,0.5,0.838,0.823,0.5,0.5,1.0,1.0,0.5,20,0,8,0.838,0.813,0.812,0.8109999999999999
6,0.8420000000000001,0.8140000000000001,0.5,0.5,0.8390000000000001,0.818,0.5,0.5,1.0,1.0,0.5,20,0,9,0.831,0.815,0.815,0.8079999999999999
7,0.8390000000000001,0.8240000000000001,0.5,0.5,0.845,0.8220000000000001,0.5,0.5,1.0,1.0,0.5,20,0,10,0.833,0.8140000000000001,0.8170000000000001,0.807
8,0.826,0.816,0.5,0.5,0.8440000000000001,0.8140000000000001,0.5,0.5,1.0,1.0,0.5,20,0,11,0.792,0.8079999999999999,0.785,0.8009999999999999
9,0.826,0.816,0.5,0.5,0.84,0.818,0.5,0.5,1.0,1.0,0.5,20,0,12,0.8029999999999999,0.8079999999999999,0.797,0.802
10,0.826,0.82,0.5,0.5,0.838,0.821,0.5,0.5,1.0,1.0,0.5,20,0,13,0.805,0.809,0.799,0.802
11,0.826,0.82,0.5,0.5,0.8370000000000001,0.8190000000000001,0.5,0.5,1.0,1.0,0.5,20,0,14,0.8059999999999999,0.8059999999999999,0.8,0.8009999999999999
12,0.831,0.823,0.5,0.5,0.845,0.825,0.5,0.5,1.0,1.0,0.5,20,0,15,0.804,0.809,0.7979999999999999,0.802
13,0.828,0.821,0.5,0.5,0.8370000000000001,0.8170000000000001,0.5,0.5,1.0,1.0,0.5,20,0,16,0.8009999999999999,0.809,0.7979999999999999,0.802
14,0.835,0.815,0.5,0.5,0.8420000000000001,0.8140000000000001,0.5,0.5,1.0,1.0,0.5,20,0,17,0.8009999999999999,0.805,0.7979999999999999,0.7979999999999999
15,0.8340000000000001,0.815,0.5,0.5,0.8420000000000001,0.818,0.5,0.5,1.0,1.0,0.5,20,0,18,0.8009999999999999,0.805,0.7979999999999999,0.7979999999999999
16,0.8340000000000001,0.812,0.5,0.5,0.833,0.812,0.5,0.5,1.0,1.0,0.5,20,0,19,0.8009999999999999,0.809,0.7979999999999999,0.799
17,0.833,0.8220000000000001,0.5,0.5,0.8320000000000001,0.8109999999999999,0.5,0.5,1.0,1.0,0.5,20,0,20,0.8,0.813,0.797,0.8009999999999999
18,0.833,0.82,0.5,0.5,0.833,0.8190000000000001,0.5,0.5,1.0,1.0,0.5,20,0,21,0.804,0.8190000000000001,0.8,0.809
19,0.836,0.8220000000000001,0.5,0.5,0.836,0.82,0.5,0.5,1.0,1.0,0.5,20,0,22,0.8079999999999999,0.815,0.8029999999999999,0.812
20,0.8340000000000001,0.8240000000000001,0.5,0.5,0.835,0.82,0.5,0.5,1.0,1.0,0.5,20,0,23,0.813,0.816,0.8079999999999999,0.812
21,0.835,0.823,0.5,0.5,0.8340000000000001,0.823,0.5,0.5,1.0,1.0,0.5,20,0,24,0.813,0.815,0.8079999999999999,0.816
