,Unnamed: 0,wTargetMeanLDA,wTargetCovLDA,tPropLDA,wTargetMeanQDA,wTargetCovQDA,tPropQDA,AccLDAInd,AccQDAInd,AccLDAMulti,AccQDAMulti,AccLDAProp,AccQDAProp,AccLDALiu,AccQDALiu,AccLDAVidovic,AccQDAVidovic,person,times,shots
0,0,0.5,0.5018440856219234,2.1661620140075684,0.5064435690216658,0.5,2.6423087120056152,0.828,0.77,0.627,0.619,0.836,0.825,0.8270000000000001,0.8170000000000001,0.501,0.5,20.0,0.0,3.0
1,1,0.5264068897441496,0.5246056590210331,1.5790398120880127,0.5264068897441496,0.5473319394975257,2.6628198623657227,0.823,0.8140000000000001,0.627,0.619,0.8320000000000001,0.8190000000000001,0.835,0.8190000000000001,0.522,0.498,20.0,0.0,4.0
2,2,0.5431881894062724,0.5465182093188885,2.596424102783203,0.5431881894062724,0.5715608723261917,3.5715363025665283,0.795,0.795,0.627,0.619,0.809,0.8029999999999999,0.81,0.804,0.56,0.48700000000000004,20.0,0.0,5.0
3,3,0.5845281036570074,0.5749656002500145,4.257272481918335,0.5139288473342827,0.5477186656041895,4.7399868965148935,0.8140000000000001,0.772,0.627,0.619,0.831,0.7979999999999999,0.826,0.7829999999999999,0.502,0.49,20.0,0.0,6.0
4,4,0.589209619084399,0.5849316011096447,4.320477485656738,0.5442024163096824,0.5606967584513151,5.099720239639282,0.815,0.78,0.627,0.619,0.8340000000000001,0.8029999999999999,0.8240000000000001,0.784,0.5,0.49200000000000005,20.0,0.0,7.0
5,5,0.5940219223928734,0.5972720809334734,4.27903151512146,0.5494702721953586,0.5680047936990597,8.241876602172853,0.8240000000000001,0.773,0.627,0.619,0.833,0.802,0.8340000000000001,0.802,0.501,0.49700000000000005,20.0,0.0,8.0
6,6,0.5987355794794107,0.6053607977582076,5.381736755371094,0.5987355794794107,0.5999944348852042,6.9073543548583975,0.825,0.813,0.627,0.619,0.83,0.815,0.8340000000000001,0.812,0.505,0.391,20.0,0.0,9.0
7,7,0.5914021863286578,0.6090553311045546,3.310698270797729,0.598708778840646,0.6045507916583426,7.4994239807128915,0.826,0.8140000000000001,0.627,0.619,0.835,0.816,0.833,0.809,0.501,0.473,20.0,0.0,10.0
8,8,0.6062373286411107,0.6166641362449173,10.39313268661499,0.6152543770000798,0.6114173120745174,12.037374496459961,0.83,0.816,0.627,0.619,0.838,0.8170000000000001,0.833,0.8109999999999999,0.502,0.457,20.0,0.0,11.0
9,9,0.599982639915076,0.6087977640769447,8.128705263137817,0.599982639915076,0.6134545053457898,10.755951642990112,0.835,0.8059999999999999,0.627,0.619,0.8420000000000001,0.8170000000000001,0.8340000000000001,0.807,0.5,0.495,20.0,0.0,12.0
10,10,0.6304618355170626,0.6406375177846544,11.135232210159302,0.6081855391040479,0.6155470436911745,7.613161325454713,0.82,0.8029999999999999,0.627,0.619,0.8340000000000001,0.8109999999999999,0.835,0.8029999999999999,0.502,0.49700000000000005,20.0,0.0,13.0
11,11,0.6274956618777296,0.6228304287142208,15.49271535873413,0.6224272241838904,0.6229487021052829,12.469722747802734,0.815,0.799,0.627,0.619,0.8290000000000001,0.81,0.8290000000000001,0.802,0.504,0.49700000000000005,20.0,0.0,14.0
12,12,0.6306264143509985,0.6349435868629993,7.258981943130492,0.6074025834913775,0.6215391212232986,9.32487678527832,0.826,0.8009999999999999,0.627,0.619,0.833,0.8079999999999999,0.8320000000000001,0.804,0.502,0.49700000000000005,20.0,0.0,15.0
13,13,0.634255242138577,0.6398875942800357,13.76354455947876,0.6059641004197972,0.6267087080210924,12.143146991729735,0.833,0.805,0.627,0.62,0.835,0.809,0.836,0.8029999999999999,0.502,0.49700000000000005,20.0,0.0,16.0
14,14,0.6386367110797264,0.6442959178440879,9.440738439559935,0.6332789441369101,0.6364742843026447,12.8010892868042,0.8270000000000001,0.818,0.627,0.62,0.83,0.816,0.825,0.813,0.505,0.498,20.0,0.0,17.0
15,15,0.6410480144291324,0.6437003954789695,7.608703851699829,0.6402102008564654,0.6402993653649884,10.944926738739014,0.823,0.8079999999999999,0.627,0.62,0.8270000000000001,0.812,0.8270000000000001,0.8109999999999999,0.505,0.49700000000000005,20.0,0.0,18.0
16,16,0.6442162353093076,0.6470447897346395,8.788048505783081,0.6418902387321814,0.644923878163878,10.986256837844849,0.8220000000000001,0.8079999999999999,0.627,0.62,0.828,0.812,0.8320000000000001,0.809,0.505,0.49700000000000005,20.0,0.0,19.0
17,17,0.6443486252949507,0.6440704479708852,6.007667541503906,0.6465220082763363,0.6478523976729309,18.366046905517575,0.8220000000000001,0.8170000000000001,0.627,0.62,0.828,0.8170000000000001,0.825,0.81,0.508,0.49700000000000005,20.0,0.0,20.0
18,18,0.6481132290079594,0.6485489806624152,20.204960584640503,0.6487956667272541,0.6499923150928821,19.913874149322513,0.821,0.8170000000000001,0.627,0.62,0.8290000000000001,0.8140000000000001,0.826,0.8109999999999999,0.506,0.496,20.0,0.0,21.0
19,19,0.6480330140809347,0.6538131569235313,9.431978464126589,0.6604679764974244,0.6568458288020059,14.848675012588501,0.8270000000000001,0.8190000000000001,0.627,0.62,0.8290000000000001,0.8170000000000001,0.8270000000000001,0.81,0.504,0.496,20.0,0.0,22.0
20,20,0.6536271937349498,0.6534103315951971,9.580392599105837,0.6659631481945072,0.6592910671321595,14.237857103347778,0.8240000000000001,0.8190000000000001,0.627,0.62,0.8270000000000001,0.815,0.8270000000000001,0.8109999999999999,0.505,0.496,20.0,0.0,23.0
21,21,0.6509251898632411,0.6563736407375536,12.027018547058105,0.6565564270334749,0.6611012195967985,16.781476497650143,0.826,0.813,0.627,0.62,0.8290000000000001,0.8140000000000001,0.8270000000000001,0.809,0.503,0.49700000000000005,20.0,0.0,24.0
22,22,0.6526500904926408,0.6581294379945608,11.964969873428345,0.6621134936184404,0.6653940522533527,17.793052911758426,0.825,0.815,0.627,0.62,0.83,0.815,0.825,0.8079999999999999,0.503,0.5,20.0,0.0,25.0
23,23,0.6603693214437268,0.6678542465913687,13.005172729492188,0.6537835165871223,0.6667230109696862,19.68191790580749,0.83,0.82,0.627,0.62,0.833,0.8170000000000001,0.831,0.809,0.503,0.5,20.0,0.0,26.0
24,24,0.6518533381625589,0.6587992161544879,12.772026777267456,0.6560814451430744,0.66819194600588,18.91788363456726,0.8270000000000001,0.823,0.627,0.62,0.8340000000000001,0.8220000000000001,0.83,0.8140000000000001,0.504,0.499,20.0,0.0,27.0
25,25,0.6547739105086197,0.6636982680809635,15.382073879241945,0.6602814879750918,0.6728425583622674,21.69288969039917,0.836,0.82,0.627,0.62,0.833,0.821,0.831,0.812,0.502,0.499,20.0,0.0,28.0
26,26,0.6685285970580086,0.6764441526941094,14.676576614379885,0.659988597149266,0.675488968719812,20.14478540420532,0.828,0.823,0.627,0.62,0.8320000000000001,0.821,0.828,0.8170000000000001,0.503,0.499,20.0,0.0,29.0
27,27,0.6611921279431622,0.6698291755026871,27.35446691513061,0.6621184292024331,0.6769017505311934,17.705308198928833,0.828,0.8240000000000001,0.627,0.62,0.8340000000000001,0.8240000000000001,0.83,0.816,0.503,0.499,20.0,0.0,30.0
