1401200.0,626278.0,115099.0,18001.0,10237.0,19260.0,117667.0,1471809.0,838309.0,539180.0,100471.0,19313.0,17712.0,93173.0,279579.0,525012.0,1.0,1.0,1.0
1055207.0,846565.0,173620.0,15129.0,17759.0,28303.0,102662.0,1293357.0,768127.0,536500.0,79911.0,19455.0,60768.0,90758.0,346137.0,386486.0,1.0,1.0,2.0
1430518.0,998934.0,255372.0,27564.0,43048.0,71171.0,178483.0,1321319.0,1105947.0,976867.0,105730.0,25630.0,149591.0,212302.0,424234.0,567065.0,1.0,1.0,3.0
818857.0,433721.0,134470.0,17344.0,16012.0,18513.0,77050.0,1595531.0,531004.0,368164.0,213680.0,35768.0,75740.0,82327.0,278914.0,420595.0,1.0,1.0,4.0
1326625.0,440406.0,125612.0,16286.0,9271.0,11779.0,97939.0,1959967.0,703223.0,394599.0,320184.0,38903.0,29642.0,51125.0,350348.0,749696.0,1.0,1.0,5.0
1485120.0,1018882.0,190105.0,23512.0,18357.0,25825.0,139973.0,2618012.0,1259257.0,1511557.0,413586.0,46196.0,37699.0,99103.0,509109.0,1151326.0,1.0,1.0,6.0
505568.0,3070179.0,1528307.0,142890.0,121236.0,349717.0,270036.0,647470.0,397357.0,3557269.0,828969.0,75930.0,543622.0,547363.0,305533.0,118811.0,1.0,2.0,1.0
185900.0,1931716.0,472815.0,32675.0,75732.0,190423.0,24394.0,419661.0,117748.0,1650508.0,334423.0,32287.0,396556.0,143177.0,31831.0,85877.0,1.0,2.0,2.0
185925.0,1709218.0,633181.0,33440.0,85915.0,214365.0,17798.0,274990.0,123213.0,2364272.0,578848.0,46042.0,497538.0,214522.0,38392.0,49504.0,1.0,2.0,3.0
166646.0,1388894.0,469864.0,28713.0,86830.0,229732.0,15830.0,281120.0,122225.0,2336048.0,669590.0,55059.0,531554.0,291550.0,23908.0,45635.0,1.0,2.0,4.0
183469.0,1904435.0,625961.0,36497.0,86129.0,176343.0,23194.0,213796.0,158041.0,2374480.0,684069.0,56002.0,432584.0,306358.0,17874.0,37441.0,1.0,2.0,5.0
121539.0,966418.0,234250.0,19315.0,46616.0,140425.0,10972.0,267066.0,76346.0,1456467.0,423093.0,30918.0,335652.0,77609.0,11628.0,48579.0,1.0,2.0,6.0
1163031.0,3338913.0,1071375.0,106242.0,545170.0,1506997.0,741359.0,577763.0,961287.0,3472040.0,831877.0,246837.0,1923850.0,3121699.0,360909.0,387272.0,1.0,3.0,1.0
1272356.0,4430375.0,1658917.0,120559.0,909734.0,1634592.0,815304.0,578791.0,1488940.0,3499718.0,702201.0,320303.0,2223946.0,2800001.0,473834.0,478329.0,1.0,3.0,2.0
1175286.0,3646096.0,1358981.0,128356.0,1220636.0,2302481.0,865373.0,482651.0,1122399.0,3073832.0,676961.0,410010.0,3083233.0,2598965.0,467934.0,385910.0,1.0,3.0,3.0
1192222.0,4260174.0,1229038.0,113614.0,1201721.0,2075527.0,758127.0,715802.0,1109138.0,3995502.0,728221.0,263528.0,2838199.0,3067624.0,413286.0,361178.0,1.0,3.0,4.0
1230858.0,2826377.0,894023.0,60915.0,755453.0,1573664.0,514944.0,395269.0,1199339.0,2854464.0,648638.0,164288.0,2090892.0,2304376.0,441491.0,314126.0,1.0,3.0,5.0
1276129.0,3903885.0,1385807.0,105908.0,823746.0,2209854.0,740251.0,630170.0,1509531.0,3911943.0,830572.0,270981.0,2444187.0,3231502.0,601057.0,501051.0,1.0,3.0,6.0
555453.0,1358477.0,627308.0,41745.0,189628.0,454611.0,398078.0,168942.0,1021737.0,3420505.0,991976.0,115364.0,750186.0,199249.0,391672.0,437668.0,1.0,4.0,1.0
369649.0,1087205.0,367746.0,48302.0,142024.0,246414.0,33286.0,132067.0,1027766.0,3075686.0,861455.0,109314.0,821533.0,66522.0,128227.0,307779.0,1.0,4.0,2.0
341289.0,1065541.0,340433.0,44755.0,237509.0,509068.0,38329.0,101548.0,837339.0,2938007.0,782755.0,99962.0,1149601.0,73911.0,99231.0,359262.0,1.0,4.0,3.0
341224.0,1055177.0,383989.0,52453.0,373787.0,758996.0,66690.0,128790.0,893593.0,3009574.0,744627.0,138031.0,1313499.0,133379.0,131997.0,273303.0,1.0,4.0,4.0
340830.0,761310.0,311897.0,37995.0,312859.0,552836.0,48687.0,107651.0,701011.0,2672085.0,561314.0,104745.0,1081876.0,71863.0,99345.0,206410.0,1.0,4.0,5.0
424560.0,969111.0,358607.0,76402.0,294595.0,672706.0,111473.0,145094.0,885706.0,2774976.0,586530.0,147845.0,1703687.0,144645.0,185149.0,298471.0,1.0,4.0,6.0
244302.0,779620.0,279453.0,32527.0,141194.0,288787.0,38840.0,112252.0,926294.0,1843494.0,606098.0,72526.0,738278.0,54926.0,86191.0,394782.0,1.0,5.0,1.0
259193.0,675002.0,276625.0,50992.0,266160.0,549023.0,41855.0,113047.0,825037.0,2462227.0,481040.0,88326.0,951432.0,107407.0,102653.0,284889.0,1.0,5.0,2.0
295351.0,872841.0,361121.0,44197.0,153045.0,352031.0,80020.0,122956.0,848869.0,2438185.0,604403.0,71150.0,609501.0,80773.0,150910.0,291715.0,1.0,5.0,3.0
257931.0,734564.0,308128.0,53457.0,259243.0,592754.0,27951.0,100872.0,634196.0,2159120.0,544863.0,88402.0,879061.0,49650.0,69863.0,253818.0,1.0,5.0,4.0
267773.0,934785.0,304641.0,52082.0,229849.0,448651.0,23732.0,119982.0,863836.0,2559197.0,505122.0,76812.0,1018993.0,43996.0,89815.0,337759.0,1.0,5.0,5.0
256598.0,620118.0,165193.0,19189.0,151330.0,424300.0,23722.0,74342.0,735118.0,1872118.0,498894.0,64260.0,629995.0,35087.0,72944.0,248448.0,1.0,5.0,6.0
921982.0,916929.0,2640904.0,143445.0,89060.0,1494210.0,468693.0,3082473.0,529431.0,1230819.0,2728438.0,451472.0,893821.0,1839843.0,1515622.0,1704461.0,1.0,6.0,1.0
1452818.0,744196.0,2166625.0,119548.0,126026.0,1306231.0,482240.0,3574024.0,463074.0,1299629.0,2160038.0,369338.0,1041141.0,1951981.0,1843979.0,2221067.0,1.0,6.0,2.0
912029.0,930540.0,3018781.0,189330.0,126053.0,1919712.0,757083.0,4065788.0,422168.0,1111695.0,3139932.0,422364.0,738122.0,2410312.0,1286587.0,1692553.0,1.0,6.0,3.0
927910.0,1151802.0,2002022.0,95053.0,73067.0,1612302.0,497389.0,3078821.0,685281.0,1191718.0,1647354.0,198970.0,735710.0,1763270.0,1145470.0,1299915.0,1.0,6.0,4.0
1975698.0,1039036.0,2593422.0,163265.0,116588.0,2006056.0,860964.0,3675992.0,718823.0,1443076.0,2825131.0,463192.0,2350047.0,2808262.0,2089956.0,2076641.0,1.0,6.0,5.0
1166147.0,381545.0,1791987.0,74547.0,79186.0,1123178.0,446159.0,2545856.0,231366.0,671510.0,1843162.0,243325.0,880191.0,1216853.0,1143841.0,1178458.0,1.0,6.0,6.0
30701.0,187135.0,40122.0,4725.0,6404.0,9337.0,75598.0,298422.0,17831.0,1000981.0,124478.0,13301.0,56003.0,55758.0,119879.0,33162.0,1.0,7.0,1.0
31923.0,225331.0,50124.0,6735.0,9646.0,8221.0,129768.0,217587.0,18375.0,513244.0,81847.0,10014.0,60192.0,98735.0,255919.0,22736.0,1.0,7.0,2.0
25939.0,196203.0,34772.0,4334.0,6929.0,8020.0,142128.0,114152.0,19335.0,664401.0,94343.0,13462.0,98013.0,123025.0,179514.0,19367.0,1.0,7.0,3.0
34080.0,191646.0,46233.0,6405.0,6043.0,13314.0,419952.0,118631.0,23127.0,676503.0,110301.0,15054.0,60256.0,278344.0,389813.0,29490.0,1.0,7.0,4.0
43578.0,53296.0,19492.0,3641.0,2705.0,6692.0,195012.0,82410.0,20652.0,262808.0,22195.0,5795.0,6280.0,160844.0,242513.0,20691.0,1.0,7.0,5.0
45815.0,106515.0,16730.0,3585.0,2541.0,5762.0,177985.0,92876.0,13992.0,571528.0,66499.0,7219.0,9659.0,186218.0,250147.0,13957.0,1.0,7.0,6.0
303347.0,700047.0,158036.0,12348.0,347557.0,470591.0,322459.0,151876.0,682110.0,1752751.0,316971.0,97790.0,1135219.0,193443.0,330099.0,61335.0,1.0,8.0,1.0
179265.0,950348.0,321183.0,18699.0,196774.0,346388.0,173004.0,143104.0,397391.0,2119059.0,297296.0,69039.0,948317.0,182693.0,399356.0,66819.0,1.0,8.0,2.0
267315.0,1081700.0,286858.0,20491.0,76030.0,209746.0,697095.0,196989.0,923068.0,2425711.0,447367.0,49390.0,438420.0,364952.0,787437.0,81686.0,1.0,8.0,3.0
162742.0,624688.0,191161.0,10822.0,66298.0,129705.0,612406.0,135829.0,450638.0,1449448.0,245607.0,30429.0,263775.0,323860.0,596061.0,41865.0,1.0,8.0,4.0
162091.0,751270.0,186025.0,11202.0,19148.0,41471.0,713582.0,172102.0,495007.0,1756319.0,341975.0,30448.0,174468.0,330718.0,589139.0,42042.0,1.0,8.0,5.0
327963.0,1108829.0,308961.0,20482.0,101963.0,199379.0,848356.0,205748.0,786121.0,2279375.0,324585.0,46927.0,419430.0,448402.0,594424.0,90839.0,1.0,8.0,6.0
239373.0,1461408.0,412801.0,53414.0,724886.0,1264174.0,115999.0,170720.0,715964.0,3101747.0,711044.0,279807.0,1861692.0,127172.0,153979.0,193403.0,1.0,9.0,1.0
