,Unnamed: 0,wTargetMeanQDA,wTargetCovQDA,tPropQDA,AccLDAInd,AccQDAInd,AccLDAMulti,AccQDAMulti,AccLDAProp,AccQDAProp,AccLDALiu,AccQDALiu,AccLDAVidovic,AccQDAVidovic,person,times,shots
0,0,0.5428932188134525,0.5,1.9677636623382568,0.847,0.68,0.5,0.5,0.853,0.8420000000000001,0.8340000000000001,0.828,0.504,0.502,20.0,0.0,3.0
1,1,0.6086772367110362,0.5264068897441496,2.7766811847686768,0.84,0.657,0.5,0.5,0.856,0.846,0.8370000000000001,0.838,0.5,0.502,20.0,0.0,4.0
2,2,0.5431881894062724,0.5431881894062724,3.4001851081848145,0.853,0.82,0.5,0.5,0.853,0.843,0.8390000000000001,0.8420000000000001,0.5,0.499,20.0,0.0,5.0
3,3,0.5557586019988419,0.5557586019988419,3.7212984561920166,0.855,0.831,0.5,0.5,0.8540000000000001,0.8420000000000001,0.8270000000000001,0.826,0.5,0.496,20.0,0.0,6.0
4,4,0.5659169588399144,0.5659169588399144,3.588631391525269,0.852,0.8220000000000001,0.5,0.5,0.853,0.84,0.8320000000000001,0.833,0.5,0.657,20.0,0.0,7.0
5,5,0.5954552768689019,0.6040913385854442,3.899742126464844,0.856,0.84,0.5,0.5,0.852,0.845,0.836,0.833,0.5,0.522,20.0,0.0,8.0
6,6,0.5871856580723638,0.5926061709485836,4.3666062355041495,0.856,0.845,0.5,0.5,0.8540000000000001,0.847,0.84,0.8440000000000001,0.5,0.529,20.0,0.0,9.0
7,7,0.5885768228075086,0.599983233767152,5.584758043289185,0.853,0.8440000000000001,0.5,0.5,0.851,0.846,0.8390000000000001,0.841,0.5,0.537,20.0,0.0,10.0
8,8,0.6054289518001637,0.6054289518001637,5.404097080230713,0.852,0.833,0.5,0.5,0.848,0.8440000000000001,0.84,0.8370000000000001,0.5,0.478,20.0,0.0,11.0
9,9,0.6198519359045908,0.6198519359045908,5.657301425933838,0.853,0.828,0.5,0.5,0.855,0.838,0.841,0.84,0.5,0.49200000000000005,20.0,0.0,12.0
10,10,0.623252619920317,0.6204558932069537,35.03149175643921,0.853,0.823,0.5,0.5,0.856,0.841,0.841,0.84,0.5,0.494,20.0,0.0,13.0
11,11,0.6265231966401499,0.6180792485495981,7.577680110931396,0.85,0.815,0.5,0.5,0.856,0.841,0.8420000000000001,0.843,0.5,0.49,20.0,0.0,14.0
12,12,0.6139718122634479,0.6139718122634479,6.624638557434082,0.841,0.825,0.5,0.5,0.8540000000000001,0.847,0.84,0.841,0.5,0.494,20.0,0.0,15.0
13,13,0.6122524006226218,0.6003729752832996,7.202083349227905,0.843,0.835,0.5,0.5,0.857,0.8490000000000001,0.838,0.843,0.5,0.46299999999999997,20.0,0.0,16.0
